"year","item_code","description","value"
1974,NA,"Impuestos sobre transacciones internas",0
1974,NA,"Ingresos No Tributarios y Otros Ingresos Corrientes",31082000
1974,NA,"Ingresos de Capital",109953000
1974,NA,"Otros",0
1974,NA,"Total General de Ingresos (Corrientes + Capital)",594298000
1974,NA,"Total Ingresos Corrientes (Tributarios + No Tributarios Corrientes)",484345000
1974,NA,"Total Ingresos No Tributarios",141035000
1974,NA,"Total Ingresos Tributarios",453263000
1975,NA,"Imp. sobre la renta",0
1975,NA,"Impuestos sobre el comercio exterior",0
1975,NA,"Impuestos sobre la propiedad",0
1975,NA,"Impuestos sobre transacciones internas",0
1975,NA,"Ingresos No Tributarios y Otros Ingresos Corrientes",36611000
1975,NA,"Ingresos de Capital",184097000
1975,NA,"Otros",0
1975,NA,"Total General de Ingresos (Corrientes + Capital)",762033000
1975,NA,"Total Ingresos Corrientes (Tributarios + No Tributarios Corrientes)",577936000
1975,NA,"Total Ingresos No Tributarios",220708000
1975,NA,"Total Ingresos Tributarios",541325000
1976,NA,"Imp. sobre la renta",0
1976,NA,"Impuestos sobre el comercio exterior",0
1976,NA,"Impuestos sobre la propiedad",0
1976,NA,"Impuestos sobre transacciones internas",0
1976,NA,"Ingresos No Tributarios y Otros Ingresos Corrientes",42425000
1976,NA,"Ingresos de Capital",176852000
1976,NA,"Otros",0
1976,NA,"Total General de Ingresos (Corrientes + Capital)",986836000
1976,NA,"Total Ingresos Corrientes (Tributarios + No Tributarios Corrientes)",809984000
1976,NA,"Total Ingresos No Tributarios",219277000
1976,NA,"Total Ingresos Tributarios",767559000
1977,"10","Derecho de Importación",163641076.18
1977,"10","IMPUESTOS SOBRE LA RENTA",164153652.09
1977,"150","IMPUESTOS Y GRAVÁMENES SOBRE ACTIVIDADES PRODUCTIVAS Y COMERCIALES, ACTOS JURIDICOS Y TRANSACCIONES",84173686.94
1977,"170","OTROS IMPUESTOS Y GRAVÁMENES DIVERSOS",628867.26
1977,"2","Consumo y uso de servicio (100---IMPUESTO SOBRE EL CONSUMO DE PRODUCTOS Y SERVICIOS )",183529081.46
1977,"20","Derecho de Exportación",460045014.24
1977,"20","Impuesto Sobre Patrimonio",54224985.86
1977,"200","INGRESOS NO TRIBUTARIOS",39883676.27
1977,"30","Impuestos Sobre Transferencia de Propiedades",19072013.49
1977,"300","TRANSFERENCIAS CORRIENTES DEL SECTOR PRIVADO",9527758.62
1977,"400","OTROS INGRESOS CORRIENTES",881697.82
1977,NA,"Imp. sobre la renta",164153652.09
1977,NA,"Impuestos sobre el comercio exterior",623686090.42
1977,NA,"Impuestos sobre la propiedad",73296999.35
1977,NA,"Impuestos sobre transacciones internas",267702768.4
1977,NA,"Ingresos No Tributarios y Otros Ingresos Corrientes",50355000
1977,NA,"Ingresos de Capital",71102610.48
1977,NA,"Otros",628867.26
1977,NA,"Total General de Ingresos (Corrientes + Capital)",1250925988
1977,NA,"Total Ingresos Corrientes (Tributarios + No Tributarios Corrientes)",1179823377.52
1977,NA,"Total Ingresos No Tributarios",121457610.48
1977,NA,"Total Ingresos Tributarios",1129468377.52
1978,"1","uso de servicio",0
1978,"10","Derecho de Importación",157338000
1978,"10","IMPUESTOS SOBRE LA RENTA",201779000
1978,"2","Consumo y uso de servicio (100---IMPUESTO SOBRE EL CONSUMO DE PRODUCTOS Y SERVICIOS )",191030000
1978,"2","No Tributarios y otros",54851000
1978,"20","Derecho de Exportación",244216000
1978,"20","Impuesto Sobre Patrimonio",61710000
1978,"3","Timbres fiscales",80314000
1978,"30","Impuestos Sobre Transferencia de Propiedades",22068000
1978,"4","Otros impuestos y gravamenes",13624000
1978,NA,"Imp. sobre la renta",201779000
1978,NA,"Impuestos sobre el comercio exterior",401554000
1978,NA,"Impuestos sobre la propiedad",83778000
1978,NA,"Impuestos sobre transacciones internas",284968000
1978,NA,"Ingresos No Tributarios y Otros Ingresos Corrientes",54851000
1978,NA,"Ingresos de Capital",154255000
1978,NA,"Otros",0
1978,NA,"Total General de Ingresos (Corrientes + Capital)",1181185000
1978,NA,"Total Ingresos Corrientes (Tributarios + No Tributarios Corrientes)",1026930000
1978,NA,"Total Ingresos No Tributarios",209106000
1978,NA,"Total Ingresos Tributarios",972079000
1979,"1","uso de servicio",0
1979,"10","Derecho de Importación",178279000
1979,"10","IMPUESTOS SOBRE LA RENTA",192880000
1979,"2","Consumo y uso de servicio (100---IMPUESTO SOBRE EL CONSUMO DE PRODUCTOS Y SERVICIOS )",212439000
1979,"2","No Tributarios y otros",53113000
1979,"20","Derecho de Exportación",392921000
1979,"20","Impuesto Sobre Patrimonio",60993000
1979,"3","Timbres fiscales",87841000
1979,"30","Impuestos Sobre Transferencia de Propiedades",23410000
1979,"4","Otros impuestos y gravamenes",13514000
1979,NA,"Imp. sobre la renta",192880000
1979,NA,"Impuestos sobre el comercio exterior",571200000
1979,NA,"Impuestos sobre la propiedad",84403000
1979,NA,"Impuestos sobre transacciones internas",313794000
1979,NA,"Ingresos No Tributarios y Otros Ingresos Corrientes",53113000
1979,NA,"Ingresos de Capital",293409000
1979,NA,"Otros",0
1979,NA,"Total General de Ingresos (Corrientes + Capital)",1508799000
1979,NA,"Total Ingresos Corrientes (Tributarios + No Tributarios Corrientes)",1215390000
1979,NA,"Total Ingresos No Tributarios",346522000
1979,NA,"Total Ingresos Tributarios",1162277000
1980,"1","uso de servicio",0
1980,"10","Derecho de Importación",98504000
1980,"10","IMPUESTOS SOBRE LA RENTA",235133000
1980,"2","Consumo y uso de servicio (100---IMPUESTO SOBRE EL CONSUMO DE PRODUCTOS Y SERVICIOS )",207679000
1980,"2","No Tributarios y otros",50518000
1980,"20","Derecho de Exportación",276377000
1980,"20","Impuesto Sobre Patrimonio",59850000
1980,"3","Timbres fiscales",81405000
1980,"30","Impuestos Sobre Transferencia de Propiedades",17026000
1980,"4","Otros impuestos y gravamenes",13300000
1980,NA,"Imp. sobre la renta",235133000
1980,NA,"Impuestos sobre el comercio exterior",374881000
1980,NA,"Impuestos sobre la propiedad",76876000
1980,NA,"Impuestos sobre transacciones internas",302384000
1980,NA,"Ingresos No Tributarios y Otros Ingresos Corrientes",50518000
1980,NA,"Ingresos de Capital",336545000
1980,NA,"Otros",0
1980,NA,"Total General de Ingresos (Corrientes + Capital)",1376337000
1980,NA,"Total Ingresos Corrientes (Tributarios + No Tributarios Corrientes)",1039792000
1980,NA,"Total Ingresos No Tributarios",387063000
1980,NA,"Total Ingresos Tributarios",989274000
1981,"1","uso de servicio",0
1981,"10","Derecho de Importación",86871000
1981,"10","IMPUESTOS SOBRE LA RENTA",226187000
1981,"2","Consumo y uso de servicio (100---IMPUESTO SOBRE EL CONSUMO DE PRODUCTOS Y SERVICIOS )",216485000
1981,"2","No Tributarios y otros",116711000
1981,"20","Derecho de Exportación",235594000
1981,"20","Impuesto Sobre Patrimonio",55961000
1981,"3","Timbres fiscales",141999000
1981,"30","Impuestos Sobre Transferencia de Propiedades",15060000
1981,"4","Otros impuestos y gravamenes",12186000
1981,NA,"Imp. sobre la renta",226187000
1981,NA,"Impuestos sobre el comercio exterior",322465000
1981,NA,"Impuestos sobre la propiedad",71021000
1981,NA,"Impuestos sobre transacciones internas",370670000
1981,NA,"Ingresos No Tributarios y Otros Ingresos Corrientes",116711000
1981,NA,"Ingresos de Capital",633370000
1981,NA,"Otros",0
1981,NA,"Total General de Ingresos (Corrientes + Capital)",1740424000
1981,NA,"Total Ingresos Corrientes (Tributarios + No Tributarios Corrientes)",1107054000
1981,NA,"Total Ingresos No Tributarios",750081000
1981,NA,"Total Ingresos Tributarios",990343000
1982,"1","uso de servicio",0
1982,"10","Derecho de Importación",79418000
1982,"10","IMPUESTOS SOBRE LA RENTA",224630000
1982,"2","Consumo y uso de servicio (100---IMPUESTO SOBRE EL CONSUMO DE PRODUCTOS Y SERVICIOS )",217989000
1982,"2","No Tributarios y otros",157592000
1982,"20","Derecho de Exportación",199504000
1982,"20","Impuesto Sobre Patrimonio",52281000
1982,"3","Timbres fiscales",148966000
1982,"30","Impuestos Sobre Transferencia de Propiedades",17458000
1982,"4","Otros impuestos y gravamenes",11990000
1982,NA,"Imp. sobre la renta",224630000
1982,NA,"Impuestos sobre el comercio exterior",278922000
1982,NA,"Impuestos sobre la propiedad",69739000
1982,NA,"Impuestos sobre transacciones internas",378945000
1982,NA,"Ingresos No Tributarios y Otros Ingresos Corrientes",157592000
1982,NA,"Ingresos de Capital",621071000
1982,NA,"Otros",0
1982,NA,"Total General de Ingresos (Corrientes + Capital)",1730899000
1982,NA,"Total Ingresos Corrientes (Tributarios + No Tributarios Corrientes)",1109828000
1982,NA,"Total Ingresos No Tributarios",778663000
1982,NA,"Total Ingresos Tributarios",952236000
1983,"1","uso de servicio",0
1983,"10","Derecho de Importación",89520000
1983,"10","IMPUESTOS SOBRE LA RENTA",234768000
1983,"2","Consumo y uso de servicio (100---IMPUESTO SOBRE EL CONSUMO DE PRODUCTOS Y SERVICIOS )",230093000
1983,"2","No Tributarios y otros",149160000
1983,"20","Derecho de Exportación",188959000
1983,"20","Impuesto Sobre Patrimonio",5e+07
1983,"3","Timbres fiscales",251368000
1983,"30","Impuestos Sobre Transferencia de Propiedades",21352000
1983,"4","Otros impuestos y gravamenes",13756000
1983,NA,"Imp. sobre la renta",234768000
1983,NA,"Impuestos sobre el comercio exterior",278479000
1983,NA,"Impuestos sobre la propiedad",71352000
1983,NA,"Impuestos sobre transacciones internas",495217000
1983,NA,"Ingresos No Tributarios y Otros Ingresos Corrientes",149160000
1983,NA,"Ingresos de Capital",494356000
1983,NA,"Otros",0
1983,NA,"Total General de Ingresos (Corrientes + Capital)",1723332000
1983,NA,"Total Ingresos Corrientes (Tributarios + No Tributarios Corrientes)",1228976000
1983,NA,"Total Ingresos No Tributarios",643516000
1983,NA,"Total Ingresos Tributarios",1079816000
1984,"1","uso de servicio",27983000
1984,"10","Derecho de Importación",125207000
1984,"10","IMPUESTOS SOBRE LA RENTA",267442000
1984,"2","Consumo y uso de servicio (100---IMPUESTO SOBRE EL CONSUMO DE PRODUCTOS Y SERVICIOS )",224370000
1984,"2","No Tributarios y otros",226953000
1984,"20","Derecho de Exportación",247414000
1984,"20","Impuesto Sobre Patrimonio",48980000
1984,"3","Timbres fiscales",370189000
1984,"30","Impuestos Sobre Transferencia de Propiedades",24676000
1984,"4","Otros impuestos y gravamenes",14373000
1984,NA,"Imp. sobre la renta",267442000
1984,NA,"Impuestos sobre el comercio exterior",372621000
1984,NA,"Impuestos sobre la propiedad",73656000
1984,NA,"Impuestos sobre transacciones internas",636915000
1984,NA,"Ingresos No Tributarios y Otros Ingresos Corrientes",226953000
1984,NA,"Ingresos de Capital",1240143000
1984,NA,"Otros",0
1984,NA,"Total General de Ingresos (Corrientes + Capital)",2817730000
1984,NA,"Total Ingresos Corrientes (Tributarios + No Tributarios Corrientes)",1577587000
1984,NA,"Total Ingresos No Tributarios",1467096000
1984,NA,"Total Ingresos Tributarios",1350634000
1985,"1","uso de servicio",34822000
1985,"10","Derecho de Importación",170261000
1985,"10","IMPUESTOS SOBRE LA RENTA",297756000
1985,"2","Consumo y uso de servicio (100---IMPUESTO SOBRE EL CONSUMO DE PRODUCTOS Y SERVICIOS )",257991000
1985,"2","No Tributarios y otros",251640000
1985,"20","Derecho de Exportación",362667000
1985,"20","Impuesto Sobre Patrimonio",53212000
1985,"3","Timbres fiscales",432813000
1985,"30","Impuestos Sobre Transferencia de Propiedades",33750000
1985,"4","Otros impuestos y gravamenes",16099000
1985,NA,"Imp. sobre la renta",297756000
1985,NA,"Impuestos sobre el comercio exterior",532928000
1985,NA,"Impuestos sobre la propiedad",86962000
1985,NA,"Impuestos sobre transacciones internas",741725000
1985,NA,"Ingresos No Tributarios y Otros Ingresos Corrientes",251640000
1985,NA,"Ingresos de Capital",479999000
1985,NA,"Otros",0
1985,NA,"Total General de Ingresos (Corrientes + Capital)",2391010000
1985,NA,"Total Ingresos Corrientes (Tributarios + No Tributarios Corrientes)",1911011000
1985,NA,"Total Ingresos No Tributarios",731639000
1985,NA,"Total Ingresos Tributarios",1659371000
1986,"1","uso de servicio",38862000
1986,"10","Derecho de Importación",204083000
1986,"10","IMPUESTOS SOBRE LA RENTA",432824000
1986,"2","Consumo y uso de servicio (100---IMPUESTO SOBRE EL CONSUMO DE PRODUCTOS Y SERVICIOS )",279673000
1986,"2","No Tributarios y otros",304946000
1986,"20","Derecho de Exportación",964289000
1986,"20","Impuesto Sobre Patrimonio",178103000
1986,"3","Timbres fiscales",550240000
1986,"30","Impuestos Sobre Transferencia de Propiedades",35835000
1986,"4","Otros impuestos y gravamenes",18403000
1986,NA,"Imp. sobre la renta",432824000
1986,NA,"Impuestos sobre el comercio exterior",1168372000
1986,NA,"Impuestos sobre la propiedad",213938000
1986,NA,"Impuestos sobre transacciones internas",887178000
1986,NA,"Ingresos No Tributarios y Otros Ingresos Corrientes",304946000
1986,NA,"Ingresos de Capital",500902000
1986,NA,"Otros",0
1986,NA,"Total General de Ingresos (Corrientes + Capital)",3508160000
1986,NA,"Total Ingresos Corrientes (Tributarios + No Tributarios Corrientes)",3007258000
1986,NA,"Total Ingresos No Tributarios",805848000
1986,NA,"Total Ingresos Tributarios",2702312000
1987,"1","uso de servicio",50348000
1987,"10","Derecho de Importación",258575000
1987,"10","IMPUESTOS SOBRE LA RENTA",560548000
1987,"2","Consumo y uso de servicio (100---IMPUESTO SOBRE EL CONSUMO DE PRODUCTOS Y SERVICIOS )",331256000
1987,"2","No Tributarios y otros",203800000
1987,"20","Derecho de Exportación",442879000
1987,"20","Impuesto Sobre Patrimonio",108594000
1987,"3","Timbres fiscales",702972000
1987,"30","Impuestos Sobre Transferencia de Propiedades",41973000
1987,"4","Otros impuestos y gravamenes",19905000
1987,NA,"Imp. sobre la renta",560548000
1987,NA,"Impuestos sobre el comercio exterior",701454000
1987,NA,"Impuestos sobre la propiedad",150567000
1987,NA,"Impuestos sobre transacciones internas",1104481000
1987,NA,"Ingresos No Tributarios y Otros Ingresos Corrientes",203800000
1987,NA,"Ingresos de Capital",511778000
1987,NA,"Otros",0
1987,NA,"Total General de Ingresos (Corrientes + Capital)",3232628000
1987,NA,"Total Ingresos Corrientes (Tributarios + No Tributarios Corrientes)",2720850000
1987,NA,"Total Ingresos No Tributarios",715578000
1987,NA,"Total Ingresos Tributarios",2517050000
1988,"1","uso de servicio",51163000
1988,"10","Derecho de Importación",214330000
1988,"10","IMPUESTOS SOBRE LA RENTA",560799000
1988,"2","Consumo y uso de servicio (100---IMPUESTO SOBRE EL CONSUMO DE PRODUCTOS Y SERVICIOS )",431150000
1988,"2","No Tributarios y otros",271703000
1988,"20","Derecho de Exportación",377796000
1988,"20","Impuesto Sobre Patrimonio",119818000
1988,"3","Timbres fiscales",707100000
1988,"30","Impuestos Sobre Transferencia de Propiedades",58491000
1988,"4","Otros impuestos y gravamenes",11204000
1988,NA,"Imp. sobre la renta",560799000
1988,NA,"Impuestos sobre el comercio exterior",592126000
1988,NA,"Impuestos sobre la propiedad",178309000
1988,NA,"Impuestos sobre transacciones internas",1200617000
1988,NA,"Ingresos No Tributarios y Otros Ingresos Corrientes",271703000
1988,NA,"Ingresos de Capital",364277000
1988,NA,"Otros",0
1988,NA,"Total General de Ingresos (Corrientes + Capital)",3167831000
1988,NA,"Total Ingresos Corrientes (Tributarios + No Tributarios Corrientes)",2803554000
1988,NA,"Total Ingresos No Tributarios",635980000
1988,NA,"Total Ingresos Tributarios",2531851000
1989,"1","uso de servicio",48453000
1989,"10","Derecho de Importación",312759000
1989,"10","IMPUESTOS SOBRE LA RENTA",581384000
1989,"2","Consumo y uso de servicio (100---IMPUESTO SOBRE EL CONSUMO DE PRODUCTOS Y SERVICIOS )",429400000
1989,"2","No Tributarios y otros",166302000
1989,"20","Derecho de Exportación",132763000
1989,"20","Impuesto Sobre Patrimonio",118816000
1989,"3","Timbres fiscales",763930000
1989,"30","Impuestos Sobre Transferencia de Propiedades",57840000
1989,"4","Otros impuestos y gravamenes",11930000
1989,NA,"Imp. sobre la renta",581384000
1989,NA,"Impuestos sobre el comercio exterior",445522000
1989,NA,"Impuestos sobre la propiedad",176656000
1989,NA,"Impuestos sobre transacciones internas",1253713000
1989,NA,"Ingresos No Tributarios y Otros Ingresos Corrientes",166302000
1989,NA,"Ingresos de Capital",706661000
1989,NA,"Otros",0
1989,NA,"Total General de Ingresos (Corrientes + Capital)",3330238000
1989,NA,"Total Ingresos Corrientes (Tributarios + No Tributarios Corrientes)",2623577000
1989,NA,"Total Ingresos No Tributarios",872963000
1989,NA,"Total Ingresos Tributarios",2457275000
1990,"1","uso de servicio",51388000
1990,"10","Derecho de Importación",464764000
1990,"10","IMPUESTOS SOBRE LA RENTA",725486000
1990,"2","Consumo y uso de servicio (100---IMPUESTO SOBRE EL CONSUMO DE PRODUCTOS Y SERVICIOS )",477122000
1990,"2","No Tributarios y otros",166276000
1990,"20","Derecho de Exportación",255376000
1990,"20","Impuesto Sobre Patrimonio",124879000
1990,"3","Timbres fiscales",1009687000
1990,"30","Impuestos Sobre Transferencia de Propiedades",72300000
1990,"4","Otros impuestos y gravamenes",19746000
1990,NA,"Imp. sobre la renta",725486000
1990,NA,"Impuestos sobre el comercio exterior",720140000
1990,NA,"Impuestos sobre la propiedad",197179000
1990,NA,"Impuestos sobre transacciones internas",1557943000
1990,NA,"Ingresos No Tributarios y Otros Ingresos Corrientes",166276000
1990,NA,"Ingresos de Capital",1425719000
1990,NA,"Otros",0
1990,NA,"Total General de Ingresos (Corrientes + Capital)",4792743000
1990,NA,"Total Ingresos Corrientes (Tributarios + No Tributarios Corrientes)",3367024000
1990,NA,"Total Ingresos No Tributarios",1591995000
1990,NA,"Total Ingresos Tributarios",3200748000
